;;;Context TM;;;;Repetitions;;;;100% Matches;;;;95% - 99%;;;;85% - 94%;;;;75% - 84%;;;;50% - 74%;;;;No Match;;;;Total
File;Tagging Errors;Chars/Word;Segments;Words;Placeables;Percent;Segments;Words;Placeables;Percent;Segments;Words;Placeables;Percent;Segments;Words;Placeables;Percent;Segments;Words;Placeables;Percent;Segments;Words;Placeables;Percent;Segments;Words;Placeables;Percent;Segments;Words;Placeables;Percent;Segments;Words;Placeables;Characters
PRJ436650 Anorektal malign melanom TR.docx | tr>en;0;6.38;0;0;0;100;0;0;0;100;0;0;0;100;0;0;0;100;0;0;0;100;0;0;0;100;0;0;0;100;0;0;0;100;0;0;0;0
